review_id,emp_id,review_year,review_quarter,kpi_score,goal_completion_pct,manager_rating,peer_rating,self_rating,promotion_flag,increment_pct,department
REV0001212,EMP00345,2021,Q4,4.2,53,3,5,4,0,20.3,Marketing
REV0001213,EMP00345,2022,Q1,4.8,73,3,3,4,0,13.8,Marketing
REV0001214,EMP00345,2023,Q3,4.5,63,5,5,4,0,22.0,Marketing
REV0001215,EMP00345,2024,Q1,4.0,96,5,1,4,1,11.5,Marketing
REV0001216,EMP00346,2020,Q3,2.4,68,4,2,5,0,4.3,Customer Success
REV0001217,EMP00347,2020,Q3,4.0,92,5,4,3,0,21.0,Finance
REV0001218,EMP00347,2021,Q4,3.6,97,3,3,5,0,21.5,Finance
REV0001219,EMP00347,2022,Q3,2.2,79,3,4,4,0,4.7,Finance
REV0001220,EMP00348,2020,Q2,4.3,75,5,5,5,0,19.0,Data Analytics
REV0001221,EMP00348,2021,Q1,2.7,64,1,2,5,0,13.2,Data Analytics
REV0001222,EMP00348,2022,Q4,4.2,85,3,3,4,0,22.9,Data Analytics
REV0001223,EMP00348,2023,Q3,4.4,65,2,4,4,0,26.9,Data Analytics
REV0001224,EMP00348,2024,Q4,4.2,63,4,2,2,0,23.4,Data Analytics
REV0001225,EMP00349,2020,Q1,2.2,93,3,4,4,0,29.2,Sales
REV0001226,EMP00349,2021,Q2,3.3,58,3,3,5,0,17.2,Sales
REV0001227,EMP00349,2022,Q1,3.2,64,3,2,5,1,18.5,Sales
REV0001228,EMP00349,2023,Q2,3.5,67,4,3,4,0,28.2,Sales
REV0001229,EMP00349,2024,Q4,2.5,56,2,4,3,0,23.5,Sales
REV0001230,EMP00350,2020,Q4,2.8,93,3,2,3,0,17.8,HR
REV0001231,EMP00351,2020,Q4,4.7,90,3,4,4,0,4.6,Engineering
REV0001232,EMP00351,2021,Q4,2.5,80,3,3,4,0,18.1,Engineering
REV0001233,EMP00352,2020,Q4,5.0,67,4,4,4,0,4.2,Marketing
REV0001234,EMP00352,2021,Q1,3.8,77,4,4,4,0,22.2,Marketing
REV0001235,EMP00352,2022,Q3,4.6,83,4,5,4,0,16.8,Marketing
REV0001236,EMP00352,2023,Q2,4.7,79,5,3,5,0,3.6,Marketing
REV0001237,EMP00352,2024,Q3,2.9,78,3,3,5,0,20.9,Marketing
REV0001238,EMP00353,2020,Q4,4.1,72,3,4,5,0,3.6,HR
REV0001239,EMP00353,2021,Q4,4.2,57,3,3,5,0,14.2,HR
REV0001240,EMP00353,2022,Q2,2.5,71,4,5,3,0,12.3,HR
REV0001241,EMP00353,2023,Q1,4.8,84,5,4,3,0,28.4,HR
REV0001242,EMP00353,2024,Q3,3.9,87,5,4,2,0,3.7,HR
REV0001243,EMP00354,2020,Q3,4.2,85,3,3,5,0,18.7,Marketing
REV0001244,EMP00354,2021,Q3,2.0,69,4,3,3,0,3.2,Marketing
REV0001245,EMP00354,2022,Q3,2.2,90,4,2,3,0,17.9,Marketing
REV0001246,EMP00354,2023,Q4,3.9,77,4,2,3,0,17.4,Marketing
REV0001247,EMP00354,2024,Q1,2.0,82,3,3,5,0,11.2,Marketing
REV0001248,EMP00355,2020,Q3,3.3,62,3,4,2,0,12.4,Legal
REV0001249,EMP00355,2021,Q4,2.1,95,3,3,4,0,16.1,Legal
REV0001250,EMP00355,2022,Q4,4.1,61,3,2,3,0,8.2,Legal
REV0001251,EMP00355,2023,Q4,4.6,96,3,4,3,1,10.8,Legal
REV0001252,EMP00355,2024,Q2,4.8,64,3,5,4,0,28.0,Legal
REV0001253,EMP00356,2020,Q2,2.7,82,1,2,3,0,17.1,HR
REV0001254,EMP00356,2021,Q2,2.0,89,3,1,3,0,24.4,HR
REV0001255,EMP00356,2022,Q2,3.0,89,3,4,4,0,7.8,HR
REV0001256,EMP00356,2023,Q4,3.4,81,3,4,5,1,16.3,HR
REV0001257,EMP00356,2024,Q2,2.1,52,5,3,3,1,7.8,HR
REV0001258,EMP00357,2020,Q2,2.6,55,4,4,4,0,19.7,Operations
REV0001259,EMP00357,2021,Q1,4.3,68,3,3,4,1,27.0,Operations
REV0001260,EMP00357,2022,Q2,2.0,98,4,4,4,1,14.1,Operations
REV0001261,EMP00357,2023,Q4,3.3,65,4,3,3,0,8.1,Operations
REV0001262,EMP00358,2020,Q4,4.7,56,3,4,4,0,6.0,Engineering
REV0001263,EMP00358,2021,Q4,4.7,83,4,3,4,0,13.4,Engineering
REV0001264,EMP00358,2022,Q1,3.0,79,4,3,4,0,21.6,Engineering
REV0001265,EMP00358,2023,Q2,4.3,50,3,4,3,0,21.5,Engineering
REV0001266,EMP00358,2024,Q3,4.1,68,4,3,3,0,9.1,Engineering
REV0001267,EMP00359,2020,Q4,3.0,69,5,4,4,0,23.2,Operations
REV0001268,EMP00359,2021,Q1,2.2,70,3,5,5,1,17.7,Operations
REV0001269,EMP00360,2020,Q3,4.3,63,3,3,3,0,17.3,Sales
REV0001270,EMP00360,2021,Q1,4.1,97,3,4,5,0,8.7,Sales
REV0001271,EMP00360,2022,Q2,4.1,96,3,4,4,0,14.6,Sales
REV0001272,EMP00360,2023,Q3,4.9,52,4,5,2,0,22.0,Sales
REV0001273,EMP00360,2024,Q1,2.3,79,4,4,1,0,27.9,Sales
REV0001274,EMP00361,2020,Q2,2.5,68,4,3,4,0,9.5,Legal
REV0001275,EMP00361,2021,Q3,2.1,50,4,3,4,0,9.8,Legal
REV0001276,EMP00361,2022,Q2,2.3,55,4,3,5,0,16.1,Legal
REV0001277,EMP00361,2023,Q3,3.4,73,4,3,3,0,9.5,Legal
REV0001278,EMP00361,2024,Q3,4.8,77,4,4,5,0,3.7,Legal
REV0001279,EMP00362,2020,Q3,4.9,65,3,5,4,0,12.5,Legal
REV0001280,EMP00362,2021,Q1,3.9,64,3,2,4,0,7.7,Legal
REV0001281,EMP00363,2020,Q1,3.7,54,4,4,4,0,4.7,HR
REV0001282,EMP00364,2020,Q3,4.4,80,3,4,1,0,18.0,Marketing
REV0001283,EMP00364,2021,Q4,3.1,63,3,5,3,0,17.9,Marketing
REV0001284,EMP00364,2022,Q1,3.2,80,4,4,4,0,18.2,Marketing
REV0001285,EMP00364,2023,Q3,4.9,56,5,4,3,1,10.3,Marketing
REV0001286,EMP00364,2024,Q3,3.5,94,5,4,3,0,12.6,Marketing
REV0001287,EMP00365,2020,Q2,3.1,58,3,1,4,0,26.1,Engineering
REV0001288,EMP00365,2021,Q4,4.5,95,3,3,4,0,19.9,Engineering
REV0001289,EMP00365,2022,Q2,3.7,97,3,4,2,0,11.5,Engineering
REV0001290,EMP00365,2023,Q1,4.9,73,4,1,3,0,23.6,Engineering
REV0001291,EMP00365,2024,Q2,4.6,69,4,4,3,0,11.9,Engineering
REV0001292,EMP00366,2020,Q3,2.9,96,3,3,5,0,18.4,Customer Success
REV0001293,EMP00367,2020,Q1,4.1,76,3,3,5,0,16.3,Data Analytics
REV0001294,EMP00367,2021,Q2,4.2,61,4,3,2,0,7.5,Data Analytics
REV0001295,EMP00367,2022,Q4,4.2,72,2,5,4,0,25.7,Data Analytics
REV0001296,EMP00367,2023,Q2,4.0,53,4,4,4,0,11.0,Data Analytics
REV0001297,EMP00367,2024,Q4,3.8,67,4,4,4,0,11.1,Data Analytics
REV0001298,EMP00368,2020,Q4,2.6,88,4,2,3,0,20.4,Engineering
REV0001299,EMP00368,2021,Q1,3.6,97,1,4,1,0,9.7,Engineering
REV0001300,EMP00368,2022,Q3,4.7,90,4,4,3,0,27.4,Engineering
REV0001301,EMP00368,2023,Q2,2.1,56,3,3,1,0,25.3,Engineering
REV0001302,EMP00368,2024,Q4,2.3,96,3,2,3,0,27.2,Engineering
REV0001303,EMP00369,2020,Q4,4.9,87,4,4,3,0,15.7,Sales
REV0001304,EMP00369,2021,Q1,4.3,76,4,3,4,0,20.5,Sales
REV0001305,EMP00369,2022,Q2,3.8,83,2,2,3,0,13.9,Sales
REV0001306,EMP00369,2023,Q1,3.5,80,5,4,3,0,10.5,Sales
REV0001307,EMP00369,2024,Q3,3.8,99,3,3,5,0,18.3,Sales
REV0001308,EMP00370,2020,Q3,2.5,59,3,3,2,0,9.3,Marketing
REV0001309,EMP00370,2021,Q4,3.7,71,1,3,3,0,3.5,Marketing
REV0001310,EMP00370,2022,Q4,2.5,56,3,4,4,0,7.2,Marketing
REV0001311,EMP00370,2023,Q4,3.8,78,4,4,4,0,3.1,Marketing
REV0001312,EMP00370,2024,Q4,2.6,50,2,1,3,0,20.8,Marketing
REV0001313,EMP00371,2020,Q4,3.6,55,5,3,3,0,3.3,Data Analytics
REV0001314,EMP00372,2020,Q3,3.5,95,5,3,3,0,13.8,Data Analytics
REV0001315,EMP00372,2021,Q1,2.6,51,2,3,4,0,27.6,Data Analytics
REV0001316,EMP00372,2022,Q3,4.1,59,1,4,3,0,8.3,Data Analytics
REV0001317,EMP00372,2023,Q4,3.6,88,1,4,5,0,22.3,Data Analytics
REV0001318,EMP00373,2020,Q1,2.5,66,4,5,5,0,22.7,Sales
REV0001319,EMP00373,2021,Q2,2.3,85,4,4,4,0,14.2,Sales
REV0001320,EMP00373,2022,Q2,3.0,82,4,5,3,0,10.7,Sales
REV0001321,EMP00374,2020,Q2,4.2,64,3,4,3,0,11.1,Sales
REV0001322,EMP00374,2021,Q1,3.7,100,3,3,3,0,17.8,Sales
REV0001323,EMP00374,2022,Q2,3.8,67,1,5,4,1,25.6,Sales
REV0001324,EMP00374,2023,Q1,3.6,77,4,4,5,0,22.4,Sales
REV0001325,EMP00374,2024,Q1,2.0,70,5,5,2,0,6.3,Sales
REV0001326,EMP00375,2020,Q4,3.7,93,1,3,1,0,27.5,Operations
REV0001327,EMP00375,2021,Q2,3.2,85,3,5,2,0,6.6,Operations
REV0001328,EMP00375,2022,Q4,2.9,92,3,3,5,0,28.2,Operations
REV0001329,EMP00375,2023,Q3,2.3,93,3,5,2,0,28.6,Operations
REV0001330,EMP00376,2020,Q2,2.0,62,3,2,3,0,28.8,Customer Success
REV0001331,EMP00376,2021,Q2,4.3,50,3,3,4,0,3.5,Customer Success
REV0001332,EMP00376,2022,Q4,3.0,56,2,3,3,0,4.4,Customer Success
REV0001333,EMP00376,2023,Q3,3.8,56,3,3,4,0,3.1,Customer Success
REV0001334,EMP00377,2020,Q4,4.7,69,3,3,3,1,28.0,HR
REV0001335,EMP00377,2021,Q1,2.8,78,3,4,5,1,9.0,HR
REV0001336,EMP00377,2022,Q1,4.9,92,3,5,5,0,11.9,HR
REV0001337,EMP00377,2023,Q3,2.5,100,5,4,5,0,22.4,HR
REV0001338,EMP00378,2020,Q2,4.9,80,3,4,4,0,23.3,Legal
REV0001339,EMP00379,2020,Q4,4.8,58,3,3,4,0,19.9,Marketing
REV0001340,EMP00379,2021,Q2,2.4,53,2,4,5,0,17.1,Marketing
REV0001341,EMP00379,2022,Q4,4.0,92,5,1,3,1,3.4,Marketing
REV0001342,EMP00379,2023,Q3,3.3,54,5,4,4,0,25.4,Marketing
REV0001343,EMP00379,2024,Q1,2.9,98,4,4,4,0,10.2,Marketing
REV0001344,EMP00380,2020,Q2,2.1,69,3,4,5,0,11.6,Engineering
REV0001345,EMP00380,2021,Q2,2.3,64,3,3,4,0,7.0,Engineering
REV0001346,EMP00380,2022,Q4,4.5,93,3,5,4,0,18.0,Engineering
REV0001347,EMP00380,2023,Q4,2.1,51,4,1,5,0,26.1,Engineering
REV0001348,EMP00380,2024,Q3,2.2,97,3,4,4,0,14.4,Engineering
REV0001349,EMP00381,2020,Q3,4.8,63,3,5,3,0,18.2,Engineering
REV0001350,EMP00382,2020,Q1,3.5,74,1,5,3,0,28.9,Customer Success
REV0001351,EMP00383,2020,Q2,4.2,56,3,4,5,0,3.0,Data Analytics
REV0001352,EMP00383,2021,Q3,2.7,68,4,3,3,0,7.1,Data Analytics
REV0001353,EMP00383,2022,Q1,3.0,81,4,3,2,0,18.9,Data Analytics
REV0001354,EMP00383,2023,Q3,2.7,67,4,2,4,0,10.5,Data Analytics
REV0001355,EMP00383,2024,Q2,4.5,90,4,2,4,0,20.8,Data Analytics
REV0001356,EMP00384,2020,Q4,3.0,92,3,4,3,0,21.4,Customer Success
REV0001357,EMP00384,2021,Q4,2.8,57,5,4,4,1,29.5,Customer Success
REV0001358,EMP00384,2022,Q1,4.0,93,5,4,3,0,24.2,Customer Success
REV0001359,EMP00384,2023,Q3,2.0,77,3,3,2,0,14.2,Customer Success
REV0001360,EMP00384,2024,Q1,4.9,61,3,3,3,0,12.6,Customer Success
REV0001361,EMP00385,2020,Q3,2.2,63,3,3,4,0,29.8,Product
REV0001362,EMP00385,2021,Q3,2.9,84,5,4,4,0,13.9,Product
REV0001363,EMP00385,2022,Q2,4.7,82,4,4,5,0,12.1,Product
REV0001364,EMP00385,2023,Q1,2.2,91,4,5,2,0,9.5,Product
REV0001365,EMP00386,2020,Q4,4.5,81,4,1,3,0,13.3,Data Analytics
REV0001366,EMP00387,2020,Q1,2.8,58,3,5,4,0,18.1,Operations
REV0001367,EMP00387,2021,Q1,4.1,83,4,4,3,0,22.4,Operations
REV0001368,EMP00387,2022,Q3,2.1,63,4,4,4,0,11.8,Operations
REV0001369,EMP00387,2023,Q4,3.3,96,1,4,2,0,15.7,Operations
REV0001370,EMP00387,2024,Q2,3.8,70,3,4,3,0,21.7,Operations
REV0001371,EMP00388,2020,Q4,3.4,80,3,4,5,0,14.2,Sales
REV0001372,EMP00388,2021,Q4,2.8,74,4,3,4,0,29.8,Sales
REV0001373,EMP00388,2022,Q4,2.7,94,2,5,4,0,16.8,Sales
REV0001374,EMP00388,2023,Q3,2.5,90,4,5,4,0,16.2,Sales
REV0001375,EMP00388,2024,Q2,4.6,96,2,3,1,0,20.1,Sales
REV0001376,EMP00389,2020,Q2,2.5,67,4,5,3,0,22.9,Customer Success
REV0001377,EMP00389,2021,Q4,3.4,63,3,3,4,0,12.4,Customer Success
REV0001378,EMP00389,2022,Q3,3.4,97,4,3,4,0,19.0,Customer Success
REV0001379,EMP00389,2023,Q4,2.3,56,3,5,5,0,18.9,Customer Success
REV0001380,EMP00389,2024,Q3,2.7,74,3,3,3,0,11.2,Customer Success
REV0001381,EMP00390,2020,Q1,2.2,100,3,4,3,0,21.4,Operations
REV0001382,EMP00390,2021,Q3,3.5,50,3,4,3,0,16.5,Operations
REV0001383,EMP00391,2020,Q1,2.8,87,2,3,4,0,6.7,Sales
REV0001384,EMP00391,2021,Q3,2.8,95,4,4,4,0,4.1,Sales
REV0001385,EMP00391,2022,Q4,2.2,79,3,4,3,0,22.9,Sales
REV0001386,EMP00391,2023,Q4,2.1,59,3,5,3,0,29.4,Sales
REV0001387,EMP00391,2024,Q1,4.5,58,5,4,4,0,15.2,Sales
REV0001388,EMP00392,2020,Q1,3.9,85,1,3,3,0,11.2,Data Analytics
REV0001389,EMP00392,2021,Q4,3.4,68,3,4,3,0,10.2,Data Analytics
REV0001390,EMP00392,2022,Q2,2.9,96,4,3,4,0,5.3,Data Analytics
REV0001391,EMP00393,2020,Q1,4.5,57,1,4,4,0,15.2,Product
REV0001392,EMP00394,2020,Q1,3.2,63,3,4,2,0,13.6,HR
REV0001393,EMP00394,2021,Q2,3.4,60,2,2,4,0,7.7,HR
REV0001394,EMP00394,2022,Q2,4.6,100,5,3,4,0,6.4,HR
REV0001395,EMP00394,2023,Q2,2.4,60,3,3,5,0,10.6,HR
REV0001396,EMP00394,2024,Q3,2.7,73,4,4,5,0,16.2,HR
REV0001397,EMP00395,2020,Q3,4.0,94,4,4,3,1,25.9,Legal
REV0001398,EMP00395,2021,Q2,3.2,67,4,3,2,1,10.3,Legal
REV0001399,EMP00395,2022,Q4,5.0,76,3,3,4,0,21.9,Legal
REV0001400,EMP00395,2023,Q1,4.4,66,4,4,2,0,11.8,Legal
REV0001401,EMP00395,2024,Q4,4.8,88,4,3,5,0,3.5,Legal
REV0001402,EMP00396,2020,Q4,4.4,74,2,4,4,0,6.6,Engineering
REV0001403,EMP00396,2021,Q1,4.3,84,4,4,3,0,11.2,Engineering
REV0001404,EMP00396,2022,Q4,3.4,84,4,4,3,0,17.0,Engineering
REV0001405,EMP00396,2023,Q3,2.6,89,3,5,4,0,29.1,Engineering
REV0001406,EMP00396,2024,Q1,4.0,66,2,4,5,0,24.7,Engineering
REV0001407,EMP00397,2020,Q2,2.9,77,4,5,4,1,25.1,Legal
REV0001408,EMP00397,2021,Q1,4.5,82,3,4,4,0,21.9,Legal
REV0001409,EMP00398,2020,Q3,2.1,99,5,4,2,1,22.3,Marketing
REV0001410,EMP00399,2020,Q2,2.1,94,2,4,4,0,23.3,Finance
REV0001411,EMP00399,2021,Q2,3.4,57,3,3,3,0,22.6,Finance
REV0001412,EMP00400,2020,Q3,4.4,53,4,5,3,0,21.1,HR
REV0001413,EMP00400,2021,Q2,5.0,93,5,3,3,0,11.8,HR
REV0001414,EMP00400,2022,Q3,4.5,65,5,4,1,0,28.8,HR
REV0001415,EMP00400,2023,Q2,3.5,69,1,1,5,0,5.9,HR
REV0001416,EMP00400,2024,Q1,4.6,53,2,4,3,1,4.0,HR
REV0001417,EMP00401,2020,Q3,4.4,62,1,2,3,0,7.6,Engineering
REV0001418,EMP00401,2021,Q1,4.2,50,3,5,5,0,13.2,Engineering
REV0001419,EMP00401,2022,Q2,2.8,84,3,2,3,1,16.9,Engineering
REV0001420,EMP00401,2023,Q2,4.2,85,3,1,3,0,22.1,Engineering
REV0001421,EMP00402,2020,Q4,3.0,65,4,5,3,0,16.2,HR
REV0001422,EMP00402,2021,Q4,3.1,94,4,3,5,0,5.7,HR
REV0001423,EMP00403,2020,Q3,2.4,81,4,4,2,0,21.1,Engineering
REV0001424,EMP00403,2021,Q2,3.8,79,3,5,2,0,9.0,Engineering
REV0001425,EMP00403,2022,Q2,2.7,65,3,5,3,0,17.4,Engineering
REV0001426,EMP00404,2020,Q4,3.6,52,5,3,4,0,25.5,Operations
REV0001427,EMP00405,2020,Q3,2.6,61,4,3,4,1,20.2,Marketing
REV0001428,EMP00405,2021,Q2,2.5,62,2,1,5,0,14.4,Marketing
REV0001429,EMP00405,2022,Q1,2.8,84,4,4,4,0,7.6,Marketing
REV0001430,EMP00405,2023,Q2,4.1,62,3,2,4,0,17.7,Marketing
REV0001431,EMP00406,2020,Q2,3.1,56,2,2,4,0,6.3,Legal
REV0001432,EMP00407,2020,Q2,4.0,83,3,1,4,0,3.7,Sales
REV0001433,EMP00407,2021,Q3,3.7,78,3,3,4,0,4.8,Sales
REV0001434,EMP00407,2022,Q4,2.1,53,4,4,4,0,11.9,Sales
REV0001435,EMP00407,2023,Q4,3.5,61,3,3,4,1,7.2,Sales
REV0001436,EMP00407,2024,Q1,2.9,85,5,4,4,0,6.8,Sales
REV0001437,EMP00408,2020,Q1,4.2,88,5,3,3,0,13.0,Legal
REV0001438,EMP00408,2021,Q1,3.0,62,5,4,5,1,14.5,Legal
REV0001439,EMP00409,2020,Q3,4.3,78,4,3,3,0,15.0,Operations
REV0001440,EMP00409,2021,Q1,2.5,92,1,3,4,0,16.9,Operations
REV0001441,EMP00409,2022,Q3,4.0,69,4,4,2,0,16.3,Operations
REV0001442,EMP00409,2023,Q2,3.3,88,1,4,4,0,24.2,Operations
REV0001443,EMP00409,2024,Q1,4.2,62,3,4,5,0,4.5,Operations
REV0001444,EMP00410,2020,Q4,4.5,51,4,4,3,0,3.7,HR
REV0001445,EMP00410,2021,Q2,2.6,82,4,2,5,0,23.8,HR
REV0001446,EMP00410,2022,Q1,3.5,50,3,3,4,0,26.1,HR
REV0001447,EMP00410,2023,Q2,2.6,77,4,1,4,0,19.7,HR
REV0001448,EMP00410,2024,Q1,3.9,91,2,5,3,0,8.5,HR
REV0001449,EMP00411,2020,Q4,3.0,96,4,4,5,0,26.4,Finance
REV0001450,EMP00411,2021,Q2,3.7,89,4,3,2,0,11.6,Finance
REV0001451,EMP00411,2022,Q3,4.0,95,5,4,4,0,13.0,Finance
REV0001452,EMP00411,2023,Q2,2.6,75,5,4,4,0,18.0,Finance
REV0001453,EMP00411,2024,Q3,4.1,95,4,3,3,0,18.7,Finance
REV0001454,EMP00412,2020,Q1,4.4,88,4,4,5,0,22.9,Sales
REV0001455,EMP00412,2021,Q2,3.0,75,4,1,5,0,23.3,Sales
REV0001456,EMP00413,2020,Q4,2.3,81,5,5,3,0,24.8,Customer Success
REV0001457,EMP00414,2020,Q4,2.8,77,2,5,5,0,10.4,Engineering
REV0001458,EMP00414,2021,Q4,2.7,92,2,1,4,0,25.5,Engineering
REV0001459,EMP00414,2022,Q2,2.2,50,4,3,4,1,20.9,Engineering
REV0001460,EMP00414,2023,Q4,2.5,56,3,2,3,1,25.6,Engineering
REV0001461,EMP00414,2024,Q4,4.4,84,4,4,4,0,26.8,Engineering
REV0001462,EMP00415,2020,Q3,3.9,59,3,3,4,0,16.6,Sales
REV0001463,EMP00415,2021,Q1,3.5,71,4,5,4,0,26.8,Sales
REV0001464,EMP00415,2022,Q4,4.6,85,2,3,3,0,15.4,Sales
REV0001465,EMP00415,2023,Q2,2.6,96,1,4,3,0,17.2,Sales
REV0001466,EMP00415,2024,Q4,2.2,84,5,4,4,0,25.0,Sales
REV0001467,EMP00416,2020,Q4,4.3,90,3,2,5,0,25.3,HR
REV0001468,EMP00416,2021,Q2,4.6,97,4,5,4,1,3.9,HR
REV0001469,EMP00416,2022,Q2,4.9,76,4,3,4,0,13.3,HR
REV0001470,EMP00416,2023,Q4,4.5,53,2,3,4,0,9.0,HR
REV0001471,EMP00416,2024,Q2,4.2,77,2,5,4,0,16.7,HR
REV0001472,EMP00417,2020,Q1,2.5,77,4,4,2,1,5.2,Product
REV0001473,EMP00417,2021,Q3,2.5,93,5,5,3,0,12.4,Product
REV0001474,EMP00417,2022,Q4,4.7,80,3,4,2,0,7.7,Product
REV0001475,EMP00418,2020,Q3,3.9,59,3,3,4,0,4.2,Product
REV0001476,EMP00419,2020,Q3,2.5,82,4,1,4,0,6.7,Marketing
REV0001477,EMP00419,2021,Q2,3.1,64,5,5,4,1,21.4,Marketing
REV0001478,EMP00419,2022,Q3,3.3,55,4,3,5,0,14.5,Marketing
REV0001479,EMP00419,2023,Q4,4.2,57,3,5,4,0,20.2,Marketing
REV0001480,EMP00420,2020,Q2,5.0,56,3,3,4,0,27.6,Customer Success
REV0001481,EMP00420,2021,Q4,2.5,90,3,2,3,0,5.2,Customer Success
REV0001482,EMP00420,2022,Q1,3.1,84,3,4,4,0,16.3,Customer Success
REV0001483,EMP00420,2023,Q2,4.6,80,1,4,3,0,9.6,Customer Success
REV0001484,EMP00421,2020,Q3,2.0,71,4,4,4,0,16.2,HR
REV0001485,EMP00421,2021,Q3,4.6,90,4,3,3,0,17.9,HR
REV0001486,EMP00421,2022,Q2,4.0,75,1,3,3,0,19.8,HR
REV0001487,EMP00421,2023,Q1,4.6,73,5,4,5,0,28.3,HR
REV0001488,EMP00421,2024,Q3,2.9,74,3,3,3,0,13.7,HR
REV0001489,EMP00422,2020,Q3,4.1,54,4,4,4,0,12.3,HR
REV0001490,EMP00422,2021,Q1,3.3,75,5,3,4,0,15.7,HR
REV0001491,EMP00422,2022,Q3,4.7,66,4,1,3,0,23.8,HR
REV0001492,EMP00422,2023,Q4,3.7,86,3,4,4,1,10.7,HR
REV0001493,EMP00423,2020,Q2,3.2,91,3,3,4,0,8.8,Marketing
REV0001494,EMP00424,2020,Q2,3.3,75,4,4,4,0,9.6,Legal
REV0001495,EMP00425,2020,Q1,3.9,62,3,2,3,0,20.3,Finance
REV0001496,EMP00425,2021,Q4,2.2,67,5,4,4,1,17.7,Finance
REV0001497,EMP00425,2022,Q4,3.5,69,3,3,4,1,10.3,Finance
REV0001498,EMP00425,2023,Q1,5.0,81,5,1,4,0,29.8,Finance
REV0001499,EMP00426,2020,Q1,2.9,60,3,4,2,1,29.9,Data Analytics
REV0001500,EMP00427,2020,Q1,3.9,94,3,5,4,0,18.5,Sales
REV0001501,EMP00427,2021,Q4,4.4,65,5,4,4,1,4.2,Sales
REV0001502,EMP00427,2022,Q4,3.5,60,4,3,3,0,27.5,Sales
REV0001503,EMP00428,2020,Q4,2.6,60,5,1,4,0,15.9,Finance
REV0001504,EMP00429,2020,Q4,4.4,72,3,4,4,0,14.4,Product
REV0001505,EMP00429,2021,Q4,2.5,62,3,3,5,0,28.7,Product
REV0001506,EMP00429,2022,Q1,2.9,82,4,4,2,1,16.0,Product
REV0001507,EMP00429,2023,Q2,3.3,68,4,3,4,0,27.7,Product
REV0001508,EMP00429,2024,Q3,4.9,92,5,4,3,0,8.6,Product
REV0001509,EMP00430,2020,Q4,3.8,68,2,2,3,0,23.6,Engineering
REV0001510,EMP00430,2021,Q3,2.6,52,3,2,4,0,23.2,Engineering
REV0001511,EMP00431,2020,Q2,2.5,63,2,3,4,0,17.1,Engineering
REV0001512,EMP00431,2021,Q4,4.4,87,5,4,4,0,3.1,Engineering
REV0001513,EMP00431,2022,Q4,3.1,59,2,3,5,0,8.6,Engineering
REV0001514,EMP00431,2023,Q4,3.8,94,1,5,4,0,8.7,Engineering
REV0001515,EMP00431,2024,Q4,3.2,57,4,3,4,0,14.2,Engineering
REV0001516,EMP00432,2020,Q4,4.5,96,3,3,5,0,22.8,Marketing
REV0001517,EMP00432,2021,Q1,2.1,84,2,4,3,0,20.0,Marketing
REV0001518,EMP00433,2020,Q2,4.3,63,5,3,4,0,17.9,Finance
REV0001519,EMP00433,2021,Q2,4.1,76,3,3,4,0,12.6,Finance
REV0001520,EMP00434,2020,Q3,2.1,77,3,4,4,0,6.9,HR
REV0001521,EMP00435,2020,Q4,2.2,96,4,4,3,1,22.2,Finance
REV0001522,EMP00435,2021,Q4,3.6,77,4,5,4,0,19.9,Finance
REV0001523,EMP00435,2022,Q1,2.3,79,4,1,4,0,23.6,Finance
REV0001524,EMP00435,2023,Q3,3.6,71,4,5,4,1,23.8,Finance
REV0001525,EMP00435,2024,Q3,3.3,92,5,5,4,0,20.2,Finance
REV0001526,EMP00436,2020,Q3,3.9,89,4,4,4,0,14.7,Product
REV0001527,EMP00436,2021,Q2,4.2,78,1,3,4,0,16.3,Product
REV0001528,EMP00436,2022,Q3,2.5,62,3,4,4,0,17.8,Product
REV0001529,EMP00437,2020,Q2,3.0,54,2,5,4,1,26.6,Finance
REV0001530,EMP00437,2021,Q1,4.1,96,4,4,4,0,19.9,Finance
REV0001531,EMP00438,2020,Q1,3.2,81,2,4,4,0,4.7,Customer Success
REV0001532,EMP00438,2021,Q2,3.3,59,2,3,3,0,11.3,Customer Success
REV0001533,EMP00438,2022,Q4,3.4,51,3,2,3,1,9.1,Customer Success
REV0001534,EMP00438,2023,Q1,2.8,61,5,3,4,0,10.7,Customer Success
REV0001535,EMP00438,2024,Q4,4.0,85,2,3,4,0,8.4,Customer Success
REV0001536,EMP00439,2020,Q1,4.3,95,4,4,5,0,7.6,HR
REV0001537,EMP00439,2021,Q1,4.3,63,3,4,4,0,3.9,HR
REV0001538,EMP00440,2020,Q1,2.9,77,4,4,3,0,17.3,Finance
REV0001539,EMP00441,2020,Q2,2.8,91,3,4,1,0,12.2,Data Analytics
REV0001540,EMP00441,2021,Q4,4.4,80,4,4,4,0,18.6,Data Analytics
REV0001541,EMP00441,2022,Q1,3.4,93,5,3,2,0,19.1,Data Analytics
REV0001542,EMP00441,2023,Q3,5.0,69,4,5,5,0,9.3,Data Analytics
REV0001543,EMP00441,2024,Q4,4.5,71,5,3,3,0,20.8,Data Analytics
REV0001544,EMP00442,2020,Q1,3.3,72,2,1,3,0,29.7,HR
REV0001545,EMP00442,2021,Q3,4.4,53,3,3,3,0,29.9,HR
REV0001546,EMP00442,2022,Q1,3.2,97,3,5,4,0,13.9,HR
